Date,Female labour force participation rate,Female underemployment rate,Female unemployment rate,Male labour force participation rate,Male underemployment rate,Male unemployment rate,Total labour force participation rate,Total underemployment rate,Total unemployment rate,Female unemployment rate 1m lag,Female unemployment rate 3m lag,Female unemployment rate 6m lag,Male unemployment rate 1m lag,Male unemployment rate 3m lag,Male unemployment rate 6m lag,Total unemployment rate 1m lag,Total unemployment rate 3m lag,Total unemployment rate 6m lag,Imports from China,Imports from China YoY,Imports from Taiwan,Imports from Taiwan YoY,Imports from USA,Imports from USA YoY,Exports from China,Exports from China YoY,Exports from Taiwan,Exports from Taiwan YoY,Exports from USA,Exports from USA YoY,China CPI YoY,Centa-City Leading Index,HKDUSD,HKDCNY,Private demestic rental index,Private demestic price index,Hang Seng Index,HK best lending rate,Composite CPI total YoY,Federal funds effective rate,Federal funds effective rate 1m lag,Federal funds effective rate 3m lag,Federal funds effective rate 6m lag,Composite CPI total YoY 1m lag,Composite CPI total YoY 3m lag,Composite CPI total YoY 6m lag
2019/2/28,55,0.6,2,67.9,1.5,3.1,60.8,1,2.6,2.1,2.3,2.6,3.1,3.2,3.3,2.6,2.8,2.9,107891,-10.2,18239,-8.7,17145,14.9,117802,-5.3,17420,-20.5,5052,-26.5,1.5,171.91,7.851,1.1743,191.9,367,28633.17969,5.13,2.1,2.4,2.4,2.2,1.91,2.4,2.6,2.3
2019/3/31,55.1,0.6,2.1,67.8,1.4,3.4,60.8,1,2.8,2,2.2,2.6,3.1,3.1,3.3,2.6,2.7,2.9,187383,7.4,28381,-25.5,22867,12.4,179281,-10.1,25729,-0.3,7806,14.6,2.3,179.5,7.849,1.1672,192.9,378.7,29051.35938,5.13,2.1,2.41,2.4,2.27,1.95,2.1,2.5,2.7
2019/4/30,55.3,0.5,2.2,67.5,1.4,3.4,60.8,1,2.8,2.1,2.1,2.4,3.4,3.1,3.4,2.8,2.6,2.9,169279,-1.6,25297,-10.1,16556,-6,177017,-1.3,24320,-17,6717,-24.4,2.5,183.92,7.847,1.16295,194.1,392.3,29699.10938,5.13,2.9,2.42,2.41,2.4,2.19,2.1,2.4,2.7
2019/5/31,55.3,0.5,2.2,67.5,1.5,3.5,60.8,1,2.9,2.2,2,2.3,3.4,3.1,3.2,2.8,2.6,2.8,176685,-4,28452,-1.5,17875,2.1,186558,-4.1,26219,-15,7432,2.7,2.7,189.42,7.847,1.13245,195.2,396.9,26901.08984,5.13,2.8,2.39,2.42,2.4,2.2,2.9,2.1,2.6
2019/6/30,55.3,0.5,2.2,67.6,1.5,3.5,60.8,1,2.9,2.2,2.1,2.2,3.5,3.4,3.1,2.9,2.8,2.7,168844,-6.3,27907,-2.6,18401,-0.6,166532,-10.6,27784,-6.6,6724,13.9,2.7,190.48,7.812,1.13665,196.5,393.7,28542.61914,5.13,3.3,2.38,2.39,2.41,2.27,2.8,2.1,2.5
2019/7/31,55.3,0.5,2.3,67.5,1.5,3.6,60.8,1,3,2.2,2.2,2.1,3.5,3.4,3.1,2.9,2.8,2.6,178241,-4,27411,-4.3,17290,-10.7,184396,-7.1,29433,-10.3,8041,21.1,2.8,188.76,7.827,1.13565,198.3,393.5,27777.75,5.13,3.3,2.4,2.38,2.42,2.4,3.3,2.9,2.4
2019/8/31,55.3,0.5,2.4,67.4,1.5,3.6,60.7,1,3,2.3,2.2,2,3.6,3.5,3.1,3,2.9,2.6,177671,-12.5,29570,-0.1,18778,-16.1,202056,-5.2,29756,-8.8,8092,31.2,2.8,187.97,7.841,1.0947,200.1,388.2,25724.73047,5.13,3.5,2.13,2.4,2.39,2.4,3.3,2.8,2.1
2019/9/30,55.2,0.5,2.5,67.2,1.6,3.5,60.6,1,3,2.4,2.2,2.1,3.6,3.5,3.4,3,2.9,2.8,181595,-9.2,29422,3.1,16346,-13,201768,-4.6,24677,-24.3,7403,12.3,3,182.24,7.842,1.09925,197.4,381.4,26092.26953,5.13,3.2,2.04,2.13,2.38,2.41,3.5,3.3,2.1
2019/10/31,55.1,0.6,2.6,67.2,1.7,3.7,60.5,1.1,3.1,2.5,2.3,2.2,3.5,3.6,3.4,3,3,2.8,173874,-14.5,30850,2.8,16209,-23.9,199687,-7.3,26045,-21.1,7539,16.8,3.8,179.01,7.838,1.1144,193.4,378.2,26906.7207,5.13,3.1,1.83,2.04,2.4,2.42,3.2,3.3,2.9
2019/11/30,54.8,0.6,2.6,67.2,1.7,3.7,60.4,1.2,3.1,2.6,2.4,2.2,3.7,3.6,3.5,3.1,3,2.9,182266,-7.8,29746,18,17961,-11.5,207250,5.2,23689,-23.7,7402,1,4.5,181.36,7.828,1.11275,190.8,385.3,26346.49023,5,3,1.55,1.83,2.13,2.39,3.1,3.5,2.8
2019/12/31,54.6,0.7,2.5,67.1,1.7,3.8,60.2,1.2,3.1,2.6,2.5,2.2,3.7,3.5,3.5,3.1,3,2.9,178160,-4.9,30908,21.1,17613,-21.6,205740,15.7,22720,-22.5,8117,7.8,4.5,178.13,7.787,1.1175,189.7,379.2,28189.75,5,2.9,1.55,1.55,2.04,2.38,3,3.2,3.3
2020/1/31,54.5,0.8,2.5,67,1.6,3.7,60.1,1.2,3.1,2.5,2.6,2.3,3.8,3.7,3.6,3.1,3.1,3,132870,-25.1,24999,2.7,13502,-16.6,144515,-21.4,18983,-33,6279,-21.3,5.4,177.58,7.77,1.1134,185.5,379.7,26312.63086,5,1.4,1.55,1.55,1.83,2.4,2.9,3.1,3.3
2020/2/29,54.5,1.1,2.8,66.5,2,4.3,59.9,1.5,3.5,2.5,2.6,2.4,3.7,3.7,3.6,3.1,3.1,3,98624,-8.6,25467,39.6,15800,-7.8,133392,13.2,14553,-16.5,6989,38.3,5.2,178.11,7.793,1.1162,185,373.4,26129.92969,5,2.2,1.58,1.55,1.55,2.13,1.4,3,3.5
2020/3/31,54.4,1.8,3.5,66,2.6,5,59.6,2.2,4.2,2.8,2.5,2.5,4.3,3.8,3.5,3.5,3.1,3,160994,-14.1,31127,9.7,16114,-29.5,194305,8.4,18195,-29.3,7875,0.9,4.3,175.51,7.755,1.09165,181.7,378.4,23603.48047,5,2.3,0.65,1.58,1.55,2.04,2.2,2.9,3.2
2020/4/30,54.3,2.5,4.4,65.6,3.5,6,59.3,3,5.2,3.5,2.5,2.6,5,3.7,3.7,4.2,3.1,3.1,150397,-11.2,32768,29.5,16374,-1.1,193682,9.4,18332,-24.6,8167,21.6,3.3,175.9,7.751,1.09465,179.9,377.5,24643.58984,5,1.9,0.05,0.65,1.55,1.83,2.3,1.4,3.1
2020/5/31,54.2,3,5,65.6,4,6.9,59.3,3.5,6,4.4,2.8,2.6,6,4.3,3.7,5.2,3.5,3.1,152047,-13.9,30426,6.9,12443,-30.4,187039,0.3,22451,-14.4,8662,16.6,2.4,180.26,7.753,1.0862,177.6,386.1,22961.4707,5,1.5,0.05,0.05,1.58,1.55,1.9,2.2,3
2020/6/30,54.4,3.2,5.2,65.8,4.3,7.3,59.6,3.7,6.2,5,3.5,2.5,6.9,5,3.8,6,4.2,3.1,158985,-5.8,31953,14.5,12372,-32.8,181241,8.8,21834,-21.4,8177,21.6,2.5,178.48,7.7515,1.09615,180.1,386.7,24427.18945,5,0.7,0.08,0.05,0.65,1.55,1.5,2.3,2.9
2020/7/31,54.5,3,4.9,66.4,4,7.6,59.9,3.5,6.2,5.2,4.4,2.5,7.3,6,3.7,6.2,5.2,3.1,163733,-8.1,39752,45,13414,-22.4,193918,5.2,23499,-20.2,8075,0.4,2.7,181.69,7.7515,1.10825,180.6,385.4,24595.34961,5,-2.3,0.09,0.08,0.05,1.55,0.7,1.9,1.4
2020/8/31,54.6,3.5,5.1,66.4,4.3,7.6,59.9,3.9,6.4,4.9,5,2.8,7.6,6.9,4.3,6.2,6,3.5,166775,-6.1,35708,20.8,13281,-29.3,199247,-1.4,25315,-14.9,8225,1.6,2.4,177.43,7.7515,1.13075,181.2,382,25177.05078,5,-0.4,0.1,0.09,0.05,1.58,-2.3,1.5,2.2
2020/9/30,54.3,3.4,5.3,66.5,4.4,7.8,59.8,3.9,6.5,5.1,5.2,3.5,7.6,7.3,5,6.4,6.2,4.2,179955,-0.9,40537,37.8,12824,-21.6,235991,17,26081,5.7,8176,10.4,1.7,176.74,7.7515,1.1372,178.8,383.1,23459.05078,5,-2.2,0.09,0.1,0.08,0.65,-0.4,0.7,2.3
2020/10/31,54.3,3.3,5.3,66.4,4.5,7.8,59.7,3.9,6.5,5.3,4.9,4.4,7.8,7.6,6,6.5,6.2,5.2,166043,-4.5,35621,15.5,15541,-4.1,196802,-1.4,25022,-3.9,8573,13.7,0.5,176.84,7.752,1.1574,178.2,381.3,24107.41992,5,-0.4,0.09,0.09,0.09,0.05,-2.2,-2.3,1.9
2020/11/30,54.2,2.7,4.8,66.6,4.1,7.5,59.8,3.4,6.2,5.3,5.1,5,7.8,7.6,6.9,6.5,6.4,6,190052,4.3,35530,19.4,16578,-7.7,223902,8,24047,1.5,8836,19.4,-0.5,175.54,7.752,1.177,178.5,380.6,26341.49023,5,-0.3,0.09,0.09,0.1,0.05,-0.4,-0.4,1.5
2020/12/31,54.1,2.8,5,66.6,4.1,7.6,59.7,3.4,6.3,4.8,5.3,5.2,7.5,7.8,7.3,6.2,6.5,6.2,204358,14.7,41911,35.6,16757,-4.9,241661,17.5,23443,3.2,10463,28.9,0.2,176.22,7.753,1.1919,176.6,379.9,27231.13086,5,-1,0.09,0.09,0.09,0.08,-0.3,-2.2,0.7
2021/1/31,54.2,3.2,5.3,66.3,4.4,7.8,59.6,3.8,6.5,5,5.3,4.9,7.6,7.8,7.6,6.3,6.5,6.2,186556,40.4,40453,61.8,16508,22.3,229427,58.8,22525,18.7,10873,73.2,-0.3,176.21,7.753,1.20225,175.9,381.9,28283.71094,5,2.6,0.09,0.09,0.09,0.09,-1,-0.4,-2.3
2021/2/28,54.2,3.4,5.6,66.1,4.5,7.8,59.6,3.9,6.7,5.3,4.8,5.1,7.8,7.5,7.6,6.5,6.2,6.4,132042,33.9,32254,26.7,13564,-14.2,175898,31.9,19582,34.6,8767,25.4,-0.2,177.17,7.757,1.1963,174.1,384.9,28980.21094,5,0.5,0.08,0.09,0.09,0.1,2.6,-0.3,-0.4
2021/3/31,54.4,3.4,5.6,66.2,4.3,7.9,59.7,3.8,6.7,5.6,5,5.3,7.8,7.6,7.8,6.7,6.3,6.5,193590,20.2,41982,34.9,18076,12.2,255052,31.3,19682,8.2,11892,51,0.4,180.33,7.775,1.18425,175.2,389.6,28378.34961,5,0.6,0.07,0.08,0.09,0.09,0.5,-1,-2.2
2021/4/30,54.3,3,5.4,66.2,3.6,7.5,59.7,3.3,6.4,5.6,5.3,5.3,7.9,7.8,7.8,6.7,6.5,6.5,182128,21.1,47263,44.2,17153,4.8,233311,20.5,22482,22.6,11085,35.7,0.9,183.16,7.766,1.2011,177.5,391,28724.88086,5,0.8,0.07,0.07,0.09,0.09,0.6,2.6,-0.4
2021/5/31,54.5,2.4,4.9,66,3.1,7.2,59.7,2.7,6,5.4,5.6,4.8,7.5,7.8,7.5,6.4,6.7,6.2,183190,20.5,44585,46.5,17809,43.1,237343,26.9,23782,5.9,11564,33.5,1.3,185.16,7.762,1.21985,178.3,393.9,29151.80078,5,1,0.06,0.07,0.08,0.09,0.8,0.5,-0.3
2021/6/30,54.5,2.1,4.4,65.7,2.9,6.6,59.6,2.5,5.5,4.9,5.6,5,7.2,7.9,7.6,6,6.7,6.3,209902,32,45322,41.8,17650,42.7,247546,36.6,26031,19.2,11946,46.1,1.1,188.38,7.767,1.203,179.3,394,28827.94922,5,0.7,0.08,0.06,0.07,0.09,1,0.6,-1
2021/7/31,54.6,1.8,3.9,65.6,2.9,6.4,59.6,2.4,5.1,4.4,5.4,5.3,6.6,7.5,7.8,5.5,6.4,6.5,205858,25.7,50066,25.9,17262,28.7,244826,26.3,29638,26.1,12020,48.9,1,188.77,7.773,1.20285,180.3,398,25961.0293,5,3.7,0.1,0.08,0.07,0.09,0.7,0.8,2.6
2021/8/31,54.4,1.8,3.9,65.7,2.7,5.9,59.5,2.2,4.9,3.9,4.9,5.6,6.4,7.2,7.8,5.1,6,6.7,213695,28.1,47439,32.9,16562,24.7,259045,30,28666,13.2,12308,49.6,0.8,189.75,7.783,1.20515,182.6,397.5,25878.99023,5,1.6,0.09,0.1,0.06,0.08,3.7,1,0.5
2021/9/30,54.2,1.6,3.8,65.6,2.5,5.5,59.3,2.1,4.7,3.9,4.4,5.6,5.9,6.6,7.9,4.9,5.5,6.7,232067,29,50470,24.5,17459,36.2,262313,11.2,29003,11.2,12555,53.6,0.7,189.61,7.789,1.204,184.4,398.1,24575.64063,5,1.4,0.08,0.09,0.08,0.07,1.6,0.7,0.6
2021/10/31,54,1.4,3.8,65.5,2.4,5.1,59.2,1.9,4.5,3.8,3.9,5.4,5.5,6.4,7.5,4.7,5.1,6.4,209254,26,46468,30.4,17333,11.5,239210,21.5,30002,19.9,12732,48.5,1.5,186.27,7.779,1.2149,184.3,396,25377.24023,5,1.7,0.08,0.08,0.1,0.07,1.4,3.7,0.8
2021/11/30,53.8,1.3,3.5,65.3,2.4,4.8,59,1.8,4.1,3.8,3.9,4.9,5.1,5.9,7.2,4.5,4.9,6,240007,26.3,49140,38.3,18756,13.1,277912,24.1,31787,32.2,14405,63,2.3,188.34,7.802,1.2237,182.9,393.6,23475.25977,5,1.8,0.08,0.08,0.09,0.06,1.7,1.6,1
2021/12/31,53.7,1.3,3.2,65.2,2.2,4.4,58.9,1.7,3.8,3.5,3.8,4.4,4.8,5.5,6.6,4.1,4.7,5.5,247160,20.9,52166,24.5,18667,11.4,291906,20.8,28118,19.9,13778,31.7,1.5,184.55,7.798,1.2245,182.7,393.9,23397.66992,5,2.4,0.08,0.08,0.08,0.08,1.8,1.4,0.7
2022/1/31,53.6,1.4,3,65.1,2.2,4.2,58.8,1.8,3.6,3.2,3.8,3.9,4.4,5.1,6.4,3.8,4.5,5.1,214734,15.1,47261,16.8,15529,-5.9,254330,10.9,31860,41.4,16529,52,0.9,185.93,7.798,1.2239,181.1,390.8,23802.25977,5,1.2,0.08,0.08,0.08,0.1,2.4,1.7,3.7
2022/2/28,53.5,1.9,3.5,65,2.8,4.9,58.7,2.3,4.2,3,3.5,3.9,4.2,4.8,5.9,3.6,4.1,4.9,129099,-2.2,48278,49.7,16496,21.6,177756,1.1,17781,-9.2,12308,40.4,0.9,179.1,7.814,1.23795,180.2,383.6,22713.01953,5,1.6,0.08,0.08,0.08,0.09,1.2,1.8,1.6
2022/3/31,53.3,2.5,4,64.6,3.7,6,58.4,3.1,5,3.5,3.2,3.8,4.9,4.4,5.5,4.2,3.8,4.7,155119,-19.9,56317,34.1,21278,17.7,222354,-12.8,21053,7,14366,20.8,1.5,177.34,7.831,1.23325,178.5,381.4,21996.84961,5,1.7,0.2,0.08,0.08,0.08,1.6,2.4,1.4
2022/4/30,52.9,3.2,4.6,64.4,4.3,6.5,58.1,3.8,5.5,4,3,3.8,6,4.2,5.1,5,3.6,4.5,172419,-5.3,54132,14.5,21686,26.4,211353,-9.4,29511,31.3,14132,27.5,2.1,181.06,7.847,1.18155,177.3,385,21089.39063,5,1.3,0.33,0.2,0.08,0.08,1.7,1.2,1.7
2022/5/31,52.7,2.9,4.2,64.3,4.1,6.1,57.9,3.5,5.2,4.6,3.5,3.5,6.5,4.9,4.8,5.5,4.2,4.1,172628,-5.8,52383,17.5,17378,-2.4,213405,-10.1,27925,17.4,13428,16.1,2.1,180.97,7.849,1.17665,177.9,385.5,21415.19922,5,1.2,0.77,0.33,0.08,0.08,1.3,1.6,1.8
2022/6/30,52.6,2.5,4.1,64.7,3.4,5.5,58,3,4.8,4.2,4,3.2,6.1,6,4.4,5.2,5,3.8,191396,-8.8,53495,18,19485,10.4,221853,-10.4,24441,-6.1,11984,0.3,2.5,181.35,7.847,1.1714,178,381.8,21859.78906,5,1.8,1.21,0.77,0.2,0.08,1.2,1.7,2.4
2022/7/31,52.9,1.8,3.7,64.6,2.7,5.3,58.2,2.2,4.5,4.1,4.6,3,5.5,6.5,4.2,4.8,5.5,3.6,170139,-17.4,51609,3.1,16137,-6.5,218700,-10.7,24964,-15.8,11486,-4.4,2.7,177.43,7.851,1.16305,178.1,376.5,20156.50977,5,1.9,1.68,1.21,0.33,0.08,1.8,1.3,1.2
2022/8/31,52.9,1.6,3.5,64.8,2.4,5.2,58.3,2,4.3,3.7,4.2,3.5,5.3,6.1,4.9,4.5,5.2,4.2,162182,-24.1,45674,-3.7,15551,-6.1,208898,-19.4,26449,-7.7,14398,17,2.5,173.22,7.848,1.1368,179.4,368.2,19954.39063,5,1.9,2.33,1.68,0.77,0.08,1.9,1.2,1.6
2022/9/30,52.9,1.4,3.4,64.7,2.2,4.9,58.2,1.8,4.2,3.5,4.1,4,5.2,5.5,6,4.3,4.8,5,189390,-18.4,50509,0.1,19167,9.8,240041,-8.5,21893,-24.5,12089,-3.7,2.8,169.35,7.851,1.10665,179,360.3,17222.83008,5.03,4.4,2.56,2.33,1.21,0.2,1.9,1.8,1.7
2022/10/31,52.9,1.2,3.1,64.8,2.2,4.7,58.2,1.7,3.9,3.4,3.7,4.6,4.9,5.3,6.5,4.2,4.5,5.5,170988,-18.3,40262,-13.4,16121,-7,208263,-12.9,24162,-19.5,12376,-2.8,2.1,164.91,7.85,1.07595,178,350.2,14687.01953,5.13,1.8,3.08,2.56,1.68,0.33,4.4,1.9,1.3
2022/11/30,52.8,1.1,2.9,64.5,2,4.4,58.1,1.6,3.7,3.1,3.5,4.2,4.7,5.2,6.1,3.9,4.3,5.2,173431,-27.7,42779,-12.9,15475,-17.5,195351,-29.7,23256,-26.8,12086,-16.1,1.6,159.16,7.804,1.0925,176.4,338.2,18597.23047,5.35,1.8,3.78,3.08,2.33,0.77,1.8,1.9,1.2
2022/12/31,52.9,1.1,2.7,64.3,1.8,4,58,1.5,3.3,2.9,3.4,4.1,4.4,4.9,5.5,3.7,4.2,4.8,177452,-28.2,44824,-14.1,15133,-18.9,203111,-30.4,20600,-26.7,9043,-34.4,1.8,156.77,7.808,1.1281,175.5,334.7,19781.41016,5.5,2,4.1,3.78,2.56,1.21,1.8,4.4,1.8
2023/1/31,52.6,0.9,2.5,64.2,1.8,3.7,57.8,1.4,3.1,2.7,3.1,3.7,4,4.7,5.3,3.3,3.9,4.5,130715,-39.1,39034,-17.4,12422,-20,143196,-43.7,22677,-28.8,9070,-45.1,2.1,158.75,7.839,1.1599,173.6,338.3,21842.33008,5.63,2.4,4.33,4.1,3.08,1.68,2,1.8,1.9
2023/2/28,52.4,0.8,2.4,63.9,1.8,3.7,57.6,1.3,3.1,2.5,2.9,3.5,3.7,4.4,5.2,3.1,3.7,4.3,137720,6.7,33746,-30.1,16936,2.7,155221,-12.7,17565,-1.2,10352,-15.9,1,164.23,7.849,1.12775,175.1,346.8,19785.93945,5.63,1.7,4.57,4.33,3.78,2.33,2.4,1.8,1.9
2023/3/31,52.4,0.7,2.4,63.8,1.8,3.7,57.5,1.2,3,2.4,2.7,3.4,3.7,4,4.9,3.1,3.3,4.2,181303,16.9,46617,-17.2,19039,-10.5,200493,-9.8,23948,13.8,15289,6.4,0.7,168.35,7.8515,1.14295,176.2,352.3,20400.10938,5.63,1.7,4.65,4.57,4.1,2.56,1.7,2,4.4
2023/4/30,52.2,0.6,2.3,63.6,1.8,3.7,57.3,1.2,3,2.4,2.5,3.1,3.7,3.7,4.7,3,3.1,3.9,166215,-3.6,47089,-13,15522,-28.4,184143,-12.9,23630,-19.9,11565,-18.2,0.1,165.08,7.85,1.1334,178.7,354.2,19894.57031,5.63,2.1,4.83,4.65,4.33,3.08,1.7,2.4,1.8
2023/5/31,52.3,0.7,2.4,63.5,1.6,3.6,57.3,1.2,3,2.3,2.4,2.9,3.7,3.7,4.4,3,3.1,3.7,154815,-10.3,42198,-19.4,15762,-9.3,176035,-17.5,22995,-17.7,10105,-24.7,0.2,166.88,7.834,1.09965,179.9,350.4,18234.26953,5.73,2,5.06,4.83,4.57,3.78,2.1,1.7,1.8
2023/6/30,52.2,0.7,2.4,63.4,1.5,3.6,57.2,1.1,3,2.4,2.4,2.7,3.6,3.7,4,3,3,3.3,166383,-13.1,48449,-9.4,19101,-2,192725,-13.1,19028,-22.1,10513,-12.3,0,167.29,7.836,1.0784,180.9,347.3,18916.42969,5.75,1.9,5.08,5.06,4.65,4.1,2,1.7,2
2023/7/31,52.3,0.8,2.4,63.5,1.4,3.4,57.3,1.1,2.9,2.4,2.3,2.5,3.6,3.7,3.7,3,3,3.1,162446,-4.5,41616,-19.4,14646,-9.2,185403,-15.2,23522,-5.8,10561,-8,-0.3,164.72,7.802,1.0915,182,344,20078.93945,5.77,1.8,5.12,5.08,4.83,4.33,1.9,2.1,2.4
2023/8/31,52.3,0.6,2.6,63.7,1.4,3.3,57.4,1,2.9,2.4,2.4,2.4,3.4,3.6,3.7,2.9,3,3.1,169207,4.3,45058,-1.3,16396,5.4,205679,-1.5,22959,-13.2,11398,-20.8,0.1,162.4,7.847,1.07495,184.9,337,18382.06055,5.88,1.8,5.33,5.12,5.06,4.57,1.8,2,1.7
2023/9/30,52.5,0.6,2.6,63.9,1.4,3.4,57.6,1,3,2.6,2.4,2.4,3.3,3.6,3.7,2.9,3,3,191134,0.9,53079,5.1,20858,8.8,216729,-9.7,22576,3.1,14076,16.4,0,158.12,7.83,1.0739,185.2,329.1,17809.66016,5.88,2,5.33,5.33,5.08,4.65,1.8,1.9,1.7
2023/10/31,52.5,0.6,2.5,63.7,1.3,3.5,57.5,1,3,2.6,2.4,2.3,3.4,3.4,3.7,3,2.9,3,175288,2.5,44559,10.7,15308,-5,219905,5.6,24273,0.5,11575,-6.5,-0.2,153.67,7.825,1.06685,185.4,322,17112.48047,5.88,2.7,5.33,5.33,5.12,4.83,2,1.8,2.1
2023/11/30,52.4,0.6,2.4,63.4,1.3,3.5,57.4,1,2.9,2.5,2.6,2.4,3.5,3.3,3.6,3,2.9,3,187680,8.2,38952,-8.9,16307,5.4,225661,15.5,23774,2.2,11885,-1.7,-0.5,151.06,7.808,1.09475,185.5,315.6,17042.88086,5.88,2.6,5.33,5.33,5.33,5.06,2.7,1.8,2
2023/12/31,52.3,0.6,2.2,63.2,1.3,3.3,57.2,1,2.8,2.4,2.6,2.4,3.5,3.4,3.6,2.9,3,3,201315,13.4,45649,1.8,17457,15.4,220236,8.4,25878,25.6,12582,39.1,-0.3,147.21,7.811,1.0962,186,311.3,17047.39063,5.88,2.4,5.33,5.33,5.33,5.08,2.6,2,1.9
2024/1/31,52.1,0.7,2.2,63,1.4,3.2,57,1,2.7,2.2,2.5,2.4,3.3,3.5,3.4,2.8,3,2.9,181140,38.6,36171,-7.3,17255,38.9,220796,54.2,25279,11.5,13311,46.8,-0.8,146.81,7.819,1.08755,185.5,307.3,15485.07031,5.88,1.7,5.33,5.33,5.33,5.12,2.4,2.7,1.8
2024/2/29,52.2,0.6,2.1,62.8,1.4,3.3,56.9,1,2.7,2.2,2.4,2.6,3.2,3.5,3.3,2.7,2.9,2.9,123950,-10,30905,-8.4,17925,5.8,154246,-0.6,19646,11.8,8250,-20.3,0.7,145.37,7.828,1.0858,184.4,302.4,16511.43945,5.88,2.1,5.33,5.33,5.33,5.33,1.7,2.6,1.8
2024/3/31,52.3,0.7,2.3,62.7,1.5,3.6,56.9,1.1,2.9,2.1,2.2,2.6,3.3,3.3,3.4,2.7,2.8,3,188751,4.1,43851,-5.9,19947,4.8,224700,12.1,22644,-5.4,11877,-22.3,0.1,147.08,7.825,1.0786,184.9,308.1,16541.41992,5.88,2,5.33,5.33,5.33,5.33,2.1,2.4,2
2024/4/30,52.4,0.7,2.3,62.7,1.5,3.7,57,1.1,3,2.3,2.2,2.5,3.6,3.2,3.5,2.9,2.7,3,175732,5.7,37856,-19.6,13629,-12.2,223283,21.3,27676,17.1,11889,2.8,0.3,146.48,7.824,1.07795,186.9,309.6,17763.0293,5.88,1.1,5.33,5.33,5.33,5.33,2,1.7,2.7
2024/5/31,52.5,0.8,2.4,62.6,1.6,3.7,57,1.2,3.1,2.3,2.1,2.4,3.7,3.3,3.5,3,2.7,2.9,169487,9.5,40299,-4.5,15002,-4.8,217654,23.6,29105,26.6,10335,2.3,0.3,143.78,7.819,1.077,190,305.5,18079.60938,5.88,1.2,5.33,5.33,5.33,5.33,1.1,2.1,2.6
2024/6/30,52.4,0.8,2.3,62.7,1.6,3.7,57,1.2,3,2.4,2.3,2.2,3.7,3.6,3.3,3.1,2.9,2.8,185795,11.7,51879,7.1,18355,-3.9,215671,11.9,26760,40.6,14222,35.3,0.2,141.81,7.81,1.06995,192.5,302.5,17718.60938,5.88,1.5,5.33,5.33,5.33,5.33,1.2,2,2.4
2024/7/31,52.5,0.8,2.4,62.7,1.7,3.8,57.1,1.2,3.1,2.3,2.3,2.2,3.7,3.7,3.2,3,3,2.7,182201,12.2,50186,20.6,15936,8.8,228079,23,28152,19.7,10041,-4.9,0.5,141.11,7.813,1.08085,193.8,297.6,17344.59961,5.88,2.5,5.33,5.33,5.33,5.33,1.5,1.1,1.7
2024/8/31,52.4,0.9,2.5,62.8,1.6,3.9,57.1,1.2,3.2,2.4,2.4,2.1,3.8,3.7,3.3,3.1,3.1,2.7,185545,9.7,49277,9.4,15552,-5.1,232113,12.9,23609,2.8,12738,11.8,0.6,138.17,7.799,1.0999,195.1,292,17989.07031,5.88,2.5,5.33,5.33,5.33,5.33,2.5,1.2,2.1
2024/9/30,52.3,0.8,2.6,62.8,1.6,3.7,57,1.2,3.1,2.5,2.3,2.3,3.9,3.7,3.6,3.2,3,2.9,193267,1.1,62315,17.4,18806,-9.8,243323,12.3,22066,-2.3,11430,-18.8,0.4,135.86,7.77,1.11025,195.3,287.9,21133.67969,5.78,2.2,5.13,5.33,5.33,5.33,2.5,1.5,2
2024/10/31,52.1,0.8,2.6,62.7,1.5,3.7,56.8,1.1,3.2,2.6,2.4,2.3,3.7,3.8,3.7,3.1,3.1,3,179920,2.6,52650,18.2,18837,23.1,238743,8.6,25675,5.8,11508,-0.6,0.3,136.87,7.773,1.0899,192.7,291,20317.33008,5.63,1.4,4.83,5.13,5.33,5.33,2.2,2.5,1.1
2024/11/30,52.1,0.7,2.5,62.5,1.5,3.7,56.8,1.1,3.1,2.6,2.5,2.4,3.7,3.9,3.7,3.2,3.2,3.1,187771,0,53982,38.6,17495,7.3,234498,3.9,23462,-1.3,12022,1.2,0.2,138.56,7.784,1.0739,191.9,291.5,19423.60938,5.46,1.4,4.64,4.83,5.33,5.33,1.4,2.5,1.2
2024/12/31,52.2,0.6,2.3,62.6,1.6,3.6,56.9,1.1,3,2.5,2.6,2.3,3.7,3.7,3.7,3.1,3.1,3,195084,-3.1,47700,4.5,17404,-0.3,253017,14.9,21946,-15.2,13113,4.2,0.1,137.64,7.764,1.0601,192.5,289.2,20059.94922,5.33,1.4,4.48,4.64,5.13,5.33,1.4,2.2,1.5
