Date,Female labour force participation rate,Female underemployment rate,Female unemployment rate,Male labour force participation rate,Male underemployment rate,Male unemployment rate,Total labour force participation rate,Total underemployment rate,Total unemployment rate,Female unemployment rate 1m lag,Female unemployment rate 3m lag,Female unemployment rate 6m lag,Male unemployment rate 1m lag,Male unemployment rate 3m lag,Male unemployment rate 6m lag,Total unemployment rate 1m lag,Total unemployment rate 3m lag,Total unemployment rate 6m lag,Imports from China,Imports from China YoY,Imports from Taiwan,Imports from Taiwan YoY,Imports from USA,Imports from USA YoY,Exports from China,Exports from China YoY,Exports from Taiwan,Exports from Taiwan YoY,Exports from USA,Exports from USA YoY,China CPI YoY,Centa-City Leading Index,HKDUSD,HKDCNY,Private demestic rental index,Private demestic price index,Hang Seng Index,HK best lending rate,Composite CPI total YoY,Federal funds effective rate,Federal funds effective rate 1m lag,Federal funds effective rate 3m lag,Federal funds effective rate 6m lag,Composite CPI total YoY 1m lag,Composite CPI total YoY 3m lag,Composite CPI total YoY 6m lag
2000/1/31,49.3,2,4.7,73.5,3.2,6.6,61.1,2.7,5.8,5.2,5.5,4.7,7,7.2,7.3,6.2,6.5,6.2,55828,19.3,8928,6.1,8362,5.8,40375,11.8,28057,18.2,3266,13.2,-0.2,53.3,7.781,0.9405,98,97.5,15532.33984,8.5,-5.3,5.45,5.3,5.2,4.99,-4,-4.2,-5.5
2000/2/29,49.1,2,4.7,73.3,2.9,6.4,60.9,2.6,5.7,4.7,5.4,5.1,6.6,7.2,7.3,5.8,6.5,6.4,37385,14.5,7466,41.2,7891,24.5,30795,36.1,20826,10,2632,33.7,0.7,55.32,7.782,0.94,97.6,97.5,17169.43945,8.64,-5.1,5.73,5.45,5.42,5.07,-5.3,-4.2,-6.1
2000/3/31,49.5,2.2,4.6,73.3,3.2,6.1,61.1,2.8,5.5,4.7,5.2,5.2,6.4,7,7.3,5.7,6.2,6.5,56037,29.9,10325,29.8,9373,18.6,43343,20.3,26111,29.5,3367,25.6,-0.2,54.16,7.786,0.941,98.1,95.3,17406.53906,8.79,-5,5.85,5.73,5.3,5.22,-5.1,-4,-6
2000/4/30,49.8,2.4,4.6,73.4,3.4,5.9,61.2,3,5.4,4.6,4.7,5.5,6.1,6.6,7.2,5.5,5.8,6.5,55818,17.2,10758,24.1,9591,11.3,45689,18.9,26557,11.8,3377,23.3,-0.3,51.62,7.787,0.941,98.9,93.9,15519.2998,9,-4.4,6.02,5.85,5.45,5.2,-5,-5.3,-4.2
2000/5/31,50,2.3,4.3,73.4,3.8,5.5,61.4,3.2,5,4.6,4.7,5.4,5.9,6.4,7.2,5.4,5.7,6.5,59846,25.7,11085,37.7,9240,30.8,48007,30.8,30931,16,3353,23.6,0.1,49.13,7.792,0.9425,98.5,90.3,14713.86035,9.16,-4.5,6.27,6.02,5.73,5.42,-4.4,-5.1,-4.2
2000/6/30,49.9,2.1,4.2,73.6,3.8,5.6,61.4,3.1,5,4.3,4.6,5.2,5.5,6.1,7,5,5.5,6.2,58409,13.3,9890,21.5,8419,1.9,44243,18.6,30558,12.7,3186,30.6,0.5,46.97,7.794,0.9425,97.7,86,16155.78027,9.5,-4.5,6.53,6.27,5.85,5.3,-4.5,-5,-4
2000/7/31,49.8,1.8,4.3,73.7,3.8,5.6,61.4,3,5.1,4.2,4.6,4.7,5.6,5.9,6.6,5,5.4,5.8,61405,8.1,10990,20,9436,7.9,46179,14.8,32439,7.5,3440,16.3,0.5,48.15,7.797,0.9425,97.3,86.6,16840.98047,9.5,-3.2,6.54,6.53,6.02,5.45,-4.5,-4.4,-5.3
2000/8/31,49.9,1.7,4.4,73.7,3.6,5.6,61.5,2.8,5.1,4.3,4.3,4.7,5.6,5.5,6.4,5.1,5,5.7,69759,22.2,11300,31.2,9271,14.5,49115,25.5,36748,12.5,3316,28.7,0.3,48.88,7.798,0.9425,97.8,87.2,17097.50977,9.5,-2.7,6.5,6.54,6.27,5.73,-3.2,-4.5,-5.1
2000/9/30,50.1,1.6,4.3,73.8,3.3,5.4,61.6,2.6,4.9,4.4,4.2,4.6,5.6,5.6,6.1,5.1,5,5.5,71802,27.9,11512,36.1,10820,14.3,49809,28.4,37176,21.5,3670,29,0,48.8,7.796,0.943,98.4,88.2,15648.98047,9.5,-2.6,6.52,6.5,6.53,5.85,-2.7,-4.5,-5
2000/10/31,49.9,1.6,4,73.6,3.2,5.4,61.4,2.5,4.8,4.3,4.3,4.6,5.4,5.6,5.9,4.9,5.1,5.4,68495,21,11868,29.6,10808,24.1,51709,26.9,38546,23.4,3823,28.2,0,48.1,7.798,0.943,98.5,87,14895.33984,9.5,-3.1,6.51,6.52,6.54,6.02,-2.6,-3.2,-4.4
2000/11/30,49.8,1.6,3.6,73.6,3.3,5.3,61.4,2.6,4.6,4,4.4,4.3,5.4,5.6,5.5,4.8,5.1,5,60817,9.6,10103,9.1,9247,6,47579,13.6,30314,5.1,3129,4,1.3,46.39,7.799,0.9425,98.5,83.7,13984.38965,9.5,-2.3,6.51,6.51,6.5,6.27,-3.1,-2.7,-4.5
2000/12/31,50,1.5,3.2,73.6,3.4,5.2,61.4,2.6,4.4,3.6,4.3,4.2,5.3,5.4,5.6,4.6,4.9,5,59724,6.1,10244,8.6,10472,18.8,46586,11.2,28038,1.9,3273,0.8,1.5,44.41,7.796,0.943,98,81.8,15095.53027,9.5,-2.1,6.4,6.51,6.52,6.53,-2.3,-2.6,-4.5
2001/1/31,50.2,1.5,3.2,73.6,3.4,4.9,61.5,2.6,4.2,3.2,4,4.3,5.2,5.4,5.6,4.4,4.8,5.1,53904,-3.4,7616,-14.7,8217,-1.7,37290,-7.6,28966,3.2,2682,-17.9,1.2,43.54,7.798,0.943,97.6,80.7,16102.34961,9.11,-1.5,5.98,6.4,6.51,6.54,-2.1,-3.1,-3.2
2001/2/28,50.3,1.4,3.1,73.5,3.1,5.2,61.5,2.4,4.3,3.2,3.6,4.4,4.9,5.3,5.6,4.2,4.6,5.1,46693,24.9,9184,23,8548,8.3,41166,33.7,20630,-0.9,2934,11.5,0,45.92,7.799,0.943,97.8,80.2,14787.87012,8.57,-2.4,5.49,5.98,6.51,6.5,-1.5,-2.3,-2.7
2001/3/31,50.3,1.4,3.1,73.1,2.9,5.3,61.4,2.3,4.4,3.1,3.2,4.3,5.2,5.2,5.4,4.3,4.4,4.9,56215,0.3,9380,-9.2,9582,2.2,45083,4,24579,-5.9,3196,-5.1,0.8,44.4,7.797,0.943,97.7,82.1,12760.63965,8.4,-1.9,5.31,5.49,6.4,6.52,-2.4,-2.1,-2.6
2001/4/30,50.5,1.4,3.1,73.1,2.7,5.5,61.4,2.2,4.5,3.1,3.2,4,5.3,4.9,5.4,4.4,4.2,4.8,53947,-3.4,10085,-6.2,10053,4.8,46872,2.6,25051,-5.7,3331,-1.4,1.6,44.48,7.798,0.943,97.5,82.2,13386.04004,7.87,-1.4,4.8,5.31,5.98,6.51,-1.9,-1.5,-3.1
2001/5/31,50.7,1.5,3.2,73,2.8,5.4,61.5,2.3,4.5,3.1,3.1,3.6,5.5,5.2,5.3,4.5,4.3,4.6,57070,-4.6,10430,-5.9,8874,-4,49678,3.5,28195,-8.8,3226,-3.8,1.7,44.06,7.798,0.943,97,80.5,13174.41016,7.32,-1.5,4.21,4.8,5.49,6.51,-1.4,-2.4,-2.3
2001/6/30,50.6,1.6,3.4,72.8,2.7,5.3,61.3,2.2,4.5,3.2,3.1,3.2,5.4,5.3,5.2,4.5,4.4,4.4,53918,-7.7,8417,-14.9,8890,5.6,43324,-2.1,26069,-14.7,2399,-24.7,1.4,43.38,7.797,0.943,96.3,80.9,13042.53027,7,-1.1,3.97,4.21,5.31,6.4,-1.5,-1.9,-2.1
2001/7/31,50.7,1.5,3.6,72.8,2.7,5.5,61.4,2.2,4.7,3.4,3.1,3.2,5.3,5.5,4.9,4.5,4.5,4.2,60875,-0.9,9313,-15.3,9047,-4.1,50428,9.2,30663,-5.5,2664,-22.6,1.5,42.87,7.798,0.943,95.8,80.2,12316.69043,6.77,-0.9,3.77,3.97,4.8,5.98,-1.1,-1.4,-1.5
2001/8/31,50.8,1.5,4,72.8,2.7,5.8,61.5,2.2,5,3.6,3.2,3.1,5.5,5.4,5.2,4.7,4.5,4.3,63334,-9.2,9010,-20.3,9539,2.9,48765,-0.7,31427,-14.5,2785,-16,1,42.03,7.8,0.943,95.6,78.5,11090.48047,6.69,-1.1,3.65,3.77,4.21,5.49,-0.9,-1.5,-2.4
2001/9/30,50.7,1.7,4.1,73.2,3,6.3,61.6,2.4,5.4,4,3.4,3.1,5.8,5.3,5.3,5,4.5,4.4,63689,-11.3,9591,-16.7,9122,-15.7,49800,0,31848,-14.3,2845,-22.5,-0.1,40.65,7.799,0.943,94.8,77.2,9950.700195,6.3,-1.2,3.07,3.65,3.97,5.31,-1.1,-1.1,-1.9
2001/10/31,51,1.8,4.4,73,3.3,6.6,61.6,2.6,5.6,4.1,3.6,3.1,6.3,5.5,5.5,5.4,4.7,4.5,61664,-10,9040,-23.8,7916,-26.8,46696,-9.7,32465,-15.8,3259,-14.8,0.2,40.36,7.8,0.943,93.4,74.1,10073.96973,5.55,-1.2,2.49,3.07,3.77,4.8,-1.2,-0.9,-1.4
2001/11/30,50.8,1.9,4.5,73,3.5,7,61.5,2.8,5.9,4.4,4,3.2,6.6,5.8,5.4,5.6,5,4.5,56116,-7.7,8025,-20.6,7118,-23,44605,-6.2,25433,-16.1,3036,-3,-0.3,39.81,7.798,0.943,91.3,73.6,11279.25,5.31,-1.4,2.09,2.49,3.65,4.21,-1.2,-1.1,-1.5
2001/12/31,51.1,2.1,4.8,72.8,3.7,7.1,61.6,3,6.1,4.5,4.1,3.4,7,6.3,5.3,5.9,5.4,4.5,55139,-7.7,8195,-20,8177,-21.9,42948,-7.8,24810,-11.5,3031,-7.4,-0.3,40.66,7.797,0.943,89.5,73.8,11397.20996,5.17,-3.6,1.82,2.09,3.07,3.97,-1.4,-1.2,-1.1
2002/1/31,51.2,2.3,4.8,72.7,3.9,7.4,61.6,3.2,6.3,4.8,4.4,3.6,7.1,6.6,5.5,6.1,5.6,4.7,50793,-5.8,7554,-0.8,6662,-18.9,40661,9,21549,-25.6,2735,2,-1,40.31,7.8,0.943,88.3,74.1,10725.2998,5.13,-3.5,1.73,1.82,2.49,3.77,-3.6,-1.2,-0.9
2002/2/28,51.5,2.2,5.1,72.5,3.8,7.7,61.6,3.1,6.6,4.8,4.5,4,7.4,7,5.8,6.3,5.9,5,40276,-13.7,7006,-23.7,6140,-28.2,34726,-15.6,18798,-8.9,2227,-24.1,0,40.66,7.8,0.945,87.4,73.9,10482.5498,5.13,-2.3,1.74,1.73,2.09,3.65,-3.5,-1.4,-1.1
2002/3/31,51.5,2.3,5.3,72.4,3.8,8.1,61.6,3.1,6.9,5.1,4.8,4.1,7.7,7.1,6.3,6.6,6.1,5.4,56416,0.4,10091,7.6,8163,-14.8,51472,14.2,22755,-7.4,2961,-7.4,-0.8,41.21,7.799,0.945,86.5,73.3,11032.91992,5.13,-2.2,1.73,1.74,1.82,3.07,-2.3,-3.6,-1.2
2002/4/30,51.2,2.2,5.6,72.3,3.6,8.2,61.3,3,7.1,5.3,4.8,4.4,8.1,7.4,6.6,6.9,6.3,5.6,56683,5.1,9803,-2.8,7322,-27.2,50153,7,25955,3.6,2801,-15.9,-1.3,40.78,7.799,0.945,86,72.3,11497.58008,5.13,-3.1,1.75,1.73,1.73,2.49,-2.2,-3.5,-1.2
2002/5/31,51.1,2.2,5.7,72.3,3.7,8.4,61.3,3.1,7.3,5.6,5.1,4.5,8.2,7.7,7,7.1,6.6,5.9,57851,1.4,9996,-4.2,7882,-11.2,51379,3.4,26331,-6.6,2983,-7.5,-1.1,39.98,7.799,0.945,84.6,72.4,11301.94043,5.13,-3.1,1.75,1.75,1.74,2.09,-3.1,-2.3,-1.4
2002/6/30,51.3,1.9,6.1,72.3,3.6,8.7,61.4,2.9,7.6,5.7,5.3,4.8,8.4,8.1,7.1,7.3,6.9,6.1,57706,7,9261,10,7770,-12.6,49489,14.2,27908,7.1,2565,6.9,-0.8,39.51,7.798,0.945,83.9,71.9,10598.5498,5.13,-3.3,1.75,1.75,1.73,1.82,-3.1,-2.2,-3.6
2002/7/31,52,1.9,6.4,72.9,3.4,8.9,62,2.8,7.8,6.1,5.6,4.8,8.7,8.2,7.4,7.6,7.1,6.3,67352,10.6,10869,16.7,8157,-9.8,56597,12.2,33348,8.8,3251,22,-0.9,38.94,7.799,0.945,83.2,70.9,10267.36035,5.13,-3.4,1.73,1.75,1.75,1.73,-3.3,-3.1,-3.5
2002/8/31,52.3,1.9,6.6,72.9,3.6,8.7,62.2,2.9,7.8,6.4,5.7,5.1,8.9,8.4,7.7,7.8,7.3,6.6,66426,4.9,10120,12.3,7958,-16.6,54648,12.1,31746,1,2987,7.3,-0.7,37.79,7.799,0.945,82.7,68.3,10043.87012,5.13,-3.3,1.74,1.73,1.75,1.74,-3.4,-3.1,-2.3
2002/9/30,52.3,2,6.5,73,3.5,8.5,62.2,2.9,7.6,6.6,6.1,5.3,8.7,8.7,8.1,7.8,7.6,6.9,68572,7.7,10473,9.2,8097,-11.2,56841,14.1,34790,9.2,2959,4,-0.7,36.94,7.8,0.945,81.4,66.7,9072.209961,5.13,-3.7,1.75,1.74,1.75,1.73,-3.3,-3.3,-2.2
2002/10/31,52.5,2.2,6.2,72.6,3.7,8.3,62.2,3,7.4,6.5,6.4,5.6,8.5,8.9,8.2,7.6,7.8,7.1,69703,13,10923,20.8,7536,-4.8,57449,23,33751,4,3112,-4.5,-0.8,36.18,7.799,0.945,80,65.4,9441.25,5.13,-3.6,1.75,1.75,1.73,1.75,-3.7,-3.4,-3.1
2002/11/30,52.5,2.1,6.2,72.6,3.6,8,62.1,3,7.2,6.2,6.6,5.7,8.3,8.7,8.4,7.4,7.8,7.3,64205,14.4,10216,27.3,8092,13.7,55587,24.6,29637,16.5,2909,-4.2,-0.7,35.95,7.798,0.945,79.1,65.1,10069.87012,5.03,-3.6,1.34,1.75,1.74,1.75,-3.6,-3.3,-3.1
2002/12/31,52.6,2.2,5.9,72.2,3.8,8.2,62,3.1,7.2,6.2,6.5,6.1,8,8.5,8.7,7.2,7.6,7.6,61763,12,10067,22.8,7883,-3.6,55113,28.3,26638,7.4,3123,3,-0.4,35.83,7.798,0.945,77.8,64.8,9321.290039,5,-1.5,1.24,1.34,1.75,1.75,-3.6,-3.7,-3.3
2003/1/31,52.5,2.2,5.5,72.1,3.7,8.1,61.9,3,7,5.9,6.2,6.4,8.2,8.3,8.9,7.2,7.4,7.8,62414,22.9,8999,19.1,6802,2.1,54388,33.8,25726,19.4,3727,36.3,0.4,35.66,7.798,0.945,77.3,63.6,9258.950195,5,-1.6,1.24,1.24,1.75,1.73,-1.5,-3.6,-3.4
2003/2/28,52.2,2.1,5.4,72,3.4,8.7,61.7,2.8,7.3,5.5,6.2,6.6,8.1,8,8.7,7,7.2,7.8,42573,5.7,7940,13.3,7120,16,44983,29.5,17351,-7.7,2591,16.4,0.2,35.49,7.8,0.945,76.4,63.4,9122.660156,5,-2,1.26,1.24,1.34,1.74,-1.6,-3.6,-3.3
2003/3/31,52,2.2,5.7,72,3.4,8.7,61.6,2.8,7.4,5.4,5.9,6.5,8.7,8.2,8.5,7.3,7.2,7.6,63902,13.3,10777,6.8,8292,1.6,62090,20.6,24739,8.7,3580,20.9,0.9,33.55,7.798,0.945,76,61.2,8634.450195,5,-2.1,1.25,1.26,1.24,1.75,-2,-1.5,-3.7
2003/4/30,51.8,2.6,6,72,3.7,9.2,61.5,3.2,7.8,5.7,5.5,6.2,8.7,8.1,8.3,7.4,7,7.4,61299,8.1,9796,-0.1,7508,2.5,60031,19.7,23545,-9.3,3362,20,1,33.25,7.799,0.945,75.3,60.5,8717.219727,5,-1.8,1.26,1.25,1.24,1.75,-2.1,-1.6,-3.6
2003/5/31,51.7,3,6.4,72.2,4.5,9.6,61.5,3.8,8.2,6,5.4,6.2,9.2,8.7,8,7.8,7.3,7.2,64509,11.5,10356,3.6,8274,5,61642,20,25773,-2.1,3223,8.1,0.7,32.52,7.797,0.945,73.5,59.7,9487.379883,5,-2.5,1.26,1.26,1.26,1.34,-1.8,-2,-3.6
2003/6/30,51.8,3.2,6.5,72.1,5.1,10.1,61.5,4.3,8.5,6.4,5.7,5.9,9.6,8.7,8.2,8.2,7.4,7.2,64416,11.6,10033,8.3,7886,1.5,60662,22.6,26964,-3.4,3181,24,0.3,32.67,7.797,0.945,72.3,59.3,9577.120117,5,-3.1,1.22,1.26,1.25,1.24,-2.5,-2.1,-1.5
2003/7/31,51.8,3,7.1,72.2,5.1,10.2,61.5,4.2,8.8,6.5,6,5.5,10.1,9.2,8.1,8.5,7.8,7,72001,6.9,10838,-0.3,8187,0.4,67113,18.6,30300,-9.1,3916,20.5,0.5,32.14,7.798,0.945,72.2,58.4,10134.83008,5,-4,1.01,1.22,1.26,1.24,-3.1,-1.8,-1.6
2003/8/31,51.9,2.9,7.2,72.3,4.9,10.1,61.6,4,8.8,7.1,6.4,5.4,10.2,9.6,8.7,8.8,8.2,7.3,70447,6.1,10347,2.2,8085,1.6,62796,14.9,30743,-3.2,3141,5.1,0.9,32.39,7.798,0.945,72.1,58.6,10908.99023,5,-3.8,1.03,1.01,1.26,1.26,-4,-2.5,-2
2003/9/30,51.5,2.7,6.9,72.2,4.3,9.8,61.4,3.6,8.5,7.2,6.5,5.7,10.1,10.1,8.7,8.8,8.5,7.4,72659,6,11213,7.1,8149,0.6,65873,15.9,31944,-8.2,3536,19.5,1.1,33.26,7.743,0.945,71.3,60.9,11229.87012,5,-3.2,1.01,1.03,1.22,1.25,-3.8,-3.1,-2.1
2003/10/31,51.4,2.7,6.4,72,4,9.4,61.2,3.4,8.1,6.9,7.1,6,9.8,10.2,9.2,8.5,8.8,7.8,73246,5.1,12187,11.6,9181,21.8,69826,21.5,32320,-4.2,4249,36.5,1.8,35.17,7.763,0.945,71.7,63.4,12190.09961,5,-2.7,1.01,1.01,1.01,1.26,-3.2,-4,-1.8
2003/11/30,51.5,2.8,6,71.8,3.7,8.8,61.2,3.3,7.6,6.4,7.2,6.4,9.4,10.1,9.6,8.1,8.8,8.2,68329,6.4,11583,13.4,10620,31.2,65705,18.2,28196,-4.9,3905,34.2,3,36.43,7.762,0.945,72.3,64.3,12317.46973,5,-2.4,1,1.01,1.03,1.26,-2.7,-3.8,-2.5
2003/12/31,51.6,2.8,5.8,71.8,3.6,8.3,61.2,3.3,7.2,6,6.9,6.5,8.8,9.8,10.1,7.6,8.5,8.5,72578,17.5,11541,14.6,8840,12.1,68234,23.8,27042,1.5,3911,25.2,3.2,37.07,7.763,0.9375,72.6,65.4,12575.94043,5,-1.9,0.98,1,1.01,1.22,-2.4,-3.2,-3.1
2004/1/31,51.5,2.9,5.6,71.6,3.6,8.1,61.1,3.3,7,5.8,6.4,7.1,8.3,9.4,10.2,7.2,8.1,8.8,58717,-5.9,9644,7.2,7140,5,53965,-0.8,23896,-7.1,3360,-9.9,3.2,38.41,7.774,0.9335,73.9,69.5,13289.37012,5,-1.5,1,0.98,1.01,1.01,-1.9,-2.7,-4
2004/2/29,51.7,2.6,5.4,71.6,3.7,8.2,61.2,3.2,7,5.6,6,7.2,8.1,8.8,10.1,7,7.6,8.8,60035,41,11086,39.6,10025,40.8,61352,36.4,20068,15.7,3907,50.8,2.1,43.07,7.781,0.94095,74.4,73.2,13907.03027,5,-2,1.01,1,1,1.03,-1.5,-2.4,-3.8
2004/3/31,51.8,2.6,5.5,71.7,3.9,8.4,61.3,3.3,7.1,5.4,5.8,6.9,8.2,8.3,9.8,7,7.2,8.5,73652,15.3,13446,24.8,9284,12,71975,15.9,26282,6.2,4619,29,3,45.37,7.794,0.9423,76,78.1,12681.66992,5,-2.1,1,1.01,0.98,1.01,-2,-1.9,-3.2
2004/4/30,51.7,2.6,5.6,71.7,4,8.2,61.2,3.4,7.1,5.5,5.6,6.4,8.4,8.1,9.4,7.1,7,8.1,72778,18.7,13481,37.6,9809,30.6,74373,23.9,24557,4.3,4174,24.2,3.8,46.46,7.799,0.9429,77,79.4,11942.95996,5,-1.5,1,1,1,1.01,-2.1,-1.5,-2.7
2004/5/31,51.7,2.7,5.7,71.7,4,7.9,61.2,3.4,6.9,5.6,5.4,6,8.2,8.2,8.8,7.1,7,7.6,72780,12.8,13829,33.5,8900,7.6,72901,18.3,28167,9.3,4277,32.7,4.4,46.51,7.793,0.9422,77.3,77.5,12198.24023,5,-0.9,1,1,1.01,1,-1.5,-2,-2.4
2004/6/30,51.8,2.7,5.5,71.8,4,7.8,61.3,3.4,6.8,5.7,5.5,5.8,7.9,8.4,8.3,6.9,7.1,7.2,78626,22.1,12421,23.8,9063,14.9,75412,24.3,28415,5.4,3725,17.1,5,46.81,7.8,0.94305,78,74.7,12285.75,5,-0.1,1.03,1,1,0.98,-0.9,-2.1,-1.9
2004/7/31,52,2.6,5.8,71.9,4,8,61.5,3.4,7,5.5,5.6,5.6,7.8,8.2,8.1,6.8,7.1,7,84176,16.9,13594,25.4,9820,19.9,81578,21.6,31499,4,4246,8.4,5.3,46.48,7.799,0.9429,77.9,74.9,12238.03027,5,0.9,1.26,1.03,1,1,-0.1,-1.5,-1.5
2004/8/31,52,2.6,5.8,72,3.9,7.9,61.5,3.3,7,5.8,5.7,5.4,8,7.9,8.2,7,6.9,7,83700,18.8,13478,30.3,9352,15.7,79880,27.2,33369,8.5,3916,24.7,5.3,45.71,7.8,0.943,78.4,77.6,12850.28027,5,0.8,1.43,1.26,1,1.01,0.9,-0.9,-2
2004/9/30,51.9,2.4,5.9,71.7,3.7,7.9,61.3,3.2,7,5.8,5.5,5.5,7.9,7.8,8.4,7,6.8,7.1,85520,17.7,13454,20,8701,6.8,79251,20.3,32030,0.3,3936,11.3,5.2,46.52,7.7985,0.94285,79.4,80.9,13120.03027,5.03,0.7,1.61,1.43,1.03,1,0.8,-0.1,-2.1
2004/10/31,52.2,2.4,5.6,71.5,3.7,7.6,61.4,3.1,6.7,5.9,5.8,5.6,7.9,8,8.2,7,7,7.1,85310,16.5,13861,13.7,10564,15.1,81458,16.7,36002,11.4,4484,5.6,4.3,48.23,7.7795,0.94055,79.5,84.1,13054.66016,5.13,0.2,1.76,1.61,1.26,1,0.7,0.9,-1.5
2004/11/30,52.3,2.4,5.7,71.4,3.7,7.4,61.4,3.1,6.6,5.6,5.8,5.7,7.6,7.9,7.9,6.7,7,6.9,81470,19.2,12684,9.5,9559,-10,78488,19.5,30618,8.6,4187,7.2,2.8,49.53,7.7765,0.9402,80.5,82.7,14060.0498,5.05,0.2,1.93,1.76,1.43,1,0.2,0.8,-0.9
2004/12/31,52.3,2.5,5.6,71.4,3.5,6.9,61.4,3.1,6.3,5.7,5.9,5.5,7.4,7.9,7.8,6.6,7,6.8,82704,14,13286,15.1,9993,13.1,78696,15.3,26876,-0.6,4290,9.7,2.4,49.78,7.7735,0.93995,80.6,83.3,14230.13965,5,0.2,2.16,1.93,1.61,1.03,0.2,0.7,-0.1
2005/1/31,52.3,2.4,5.2,71.2,3.6,6.6,61.3,3.1,6,5.6,5.6,5.8,6.9,7.6,8,6.3,6.7,7,84591,44.1,13427,39.2,9716,36.1,79092,46.6,29230,22.3,4336,29.1,1.9,49.82,7.7995,0.94275,81.9,85.7,13721.69043,5,-0.5,2.28,2.16,1.76,1.26,0.2,0.2,0.9
2005/2/28,52.1,2.4,4.8,70.9,3.4,6.7,61,2.9,5.8,5.2,5.7,5.8,6.6,7.4,7.9,6,6.6,7,55271,-7.9,9449,-14.8,8981,-10.4,53026,-13.6,20219,0.8,3085,-21,3.9,50.98,7.7985,0.94275,82.3,89.4,14195.34961,5,0.8,2.5,2.28,1.93,1.43,-0.5,0.2,0.8
2005/3/31,52.1,2.3,4.7,71,3.7,6.8,61.1,3,5.9,4.8,5.6,5.9,6.7,6.9,7.9,5.8,6.3,7,79306,7.7,12342,-8.2,9256,-0.3,77682,7.9,24722,-5.9,4080,-11.7,2.7,53.97,7.7995,0.94275,83.3,94.6,13516.87988,5.09,0.8,2.63,2.5,2.16,1.61,0.8,0.2,0.7
2005/4/30,51.9,2.3,4.4,70.9,3.5,7,60.9,3,5.9,4.7,5.2,5.6,6.8,6.6,7.6,5.9,6,6.7,81054,11.4,12525,-7.1,10589,8,78679,5.8,26172,6.6,3921,-6.1,1.8,55.33,7.7915,0.9437,84.6,95.4,13908.96973,5.25,0.5,2.79,2.63,2.28,1.76,0.8,-0.5,0.2
2005/5/31,51.8,2.2,4.4,71.1,3.6,6.8,60.9,3,5.7,4.4,4.8,5.7,7,6.7,7.4,5.9,5.8,6.6,86216,18.5,14817,7.1,11099,24.7,89506,22.8,30709,9,4594,7.4,1.8,55.61,7.7785,0.9416,85.7,95.3,13867.07031,5.4,0.8,3,2.79,2.5,1.93,0.5,0.8,0.2
2005/6/30,51.9,1.9,4.4,71,3.5,6.8,60.9,2.8,5.7,4.4,4.7,5.6,6.8,6.8,6.9,5.7,5.9,6.3,89035,13.2,13823,11.3,9841,8.6,87130,15.5,30143,6.1,4168,11.9,1.6,56.07,7.7715,0.9404,86.3,92.9,14201.05957,5.75,1.2,3.04,3,2.63,2.16,0.8,0.8,0.2
2005/7/31,52,1.9,4.8,71.2,3.5,7,61.1,2.7,6,4.4,4.4,5.2,6.8,7,6.6,5.7,5.9,6,92014,9.3,13257,-2.5,10348,5.4,87014,6.7,33660,6.9,4119,-3,1.8,55.59,7.773,0.95905,87.5,92.8,14880.98047,6.27,1.3,3.26,3.04,2.79,2.28,1.2,0.5,-0.5
2005/8/31,52.2,1.9,4.9,71.3,3.3,6.9,61.3,2.7,6,4.8,4.4,4.8,7,6.8,6.7,6,5.7,5.8,99797,19.2,15293,13.5,10091,7.9,92996,16.4,35177,5.4,4553,16.3,1.3,55.24,7.7715,0.96075,87.8,93.9,14903.5498,6.67,1.4,3.5,3.26,3,2.5,1.3,0.8,0.8
2005/9/30,51.9,2,4.7,71.3,3.1,6.5,61.1,2.6,5.7,4.9,4.4,4.7,6.9,6.8,6.8,6,5.7,5.9,100423,17.4,15398,14.4,10183,17,94843,19.7,35700,11.5,4260,8.2,0.9,55.99,7.7575,0.9595,89.5,94,15428.51953,6.82,1.6,3.62,3.5,3.04,2.63,1.4,1.2,0.8
2005/10/31,51.8,1.9,4.4,71.4,3,6.1,61,2.5,5.4,4.7,4.8,4.4,6.5,7,7,5.7,6,5.9,96184,12.7,16214,17,10346,-2.1,92776,13.9,37821,5.1,4633,3.3,1.2,54.6,7.7515,0.95875,89.9,91.8,14386.37012,7,1.3,3.78,3.62,3.26,2.79,1.6,1.3,0.5
2005/11/30,51.7,1.8,4.2,71.1,2.9,6.1,60.8,2.4,5.3,4.4,4.9,4.4,6.1,6.9,6.8,5.4,6,5.7,93657,15,16398,29.3,9266,-3.1,92983,18.5,29626,-3.2,4393,4.9,1.3,53.31,7.7535,0.95875,90,88.5,14937.13965,7.47,1.2,4,3.78,3.5,3,1.3,1.4,0.8
2005/12/31,51.8,1.8,3.9,71,3,5.9,60.9,2.4,5,4.2,4.7,4.4,6.1,6.5,6.8,5.3,5.7,5.7,92805,12.2,15557,17.1,9766,-2.3,87311,10.9,27614,2.7,4339,1.1,1.6,52.93,7.7525,0.96005,89.7,90.1,14876.42969,7.64,1.3,4.16,4,3.62,3.04,1.2,1.6,1.2
2006/1/31,51.8,1.6,3.6,70.9,2.9,5.8,60.8,2.3,4.8,3.9,4.4,4.8,5.9,6.1,7,5,5.4,6,86861,2.7,13519,0.7,8978,-7.6,80184,1.4,30644,4.8,4370,0.8,1.9,53.65,7.7555,0.96045,89.1,90.8,15753.13965,7.75,1.9,4.29,4.16,3.78,3.26,1.3,1.3,1.3
